date,campaign,channel,keyword,device,geography,audience_segment,impressions,clicks,cost,landing_page_visits,application_starts,conversions,revenue,customer_quality_score,ctr,cpc,conversion_rate,cpa,roas,visit_rate,application_start_rate,final_conversion_rate
2026-02-08,Credit Card Acquisition,Google Search,travel rewards card,Desktop,Bangalore,Premium Customers,2000,116,3561.01,74,37,3,73221.56,82.3,0.058,30.69836206896552,0.02586206896551724,1187.0033333333333,20.562020325694114,0.6379310344827587,0.5,0.08108108108108109
2026-01-05,SME Acquisition Campaign,Meta,best credit card,Desktop,Gurgaon,Students,599,17,158.6,11,2,0,0.0,36.1,0.028380634390651086,9.329411764705881,0.0,,0.0,0.6470588235294118,0.18181818181818182,0.0
2026-03-06,SME Acquisition Campaign,Google Search,business credit card,Mobile,Hyderabad,Premium Customers,2424,145,3679.35,121,39,4,82644.27,87.5,0.05981848184818482,25.374827586206894,0.027586206896551724,919.8375,22.461649476130297,0.8344827586206897,0.32231404958677684,0.10256410256410256
2026-01-13,Travel Rewards Campaign,Google Search,credit card for business,Tablet,Mumbai,Young Professionals,3434,132,3291.08,102,37,2,21314.23,63.0,0.0384391380314502,24.932424242424243,0.015151515151515152,1645.54,6.476363382233188,0.7727272727272727,0.3627450980392157,0.05405405405405406
2026-03-26,Business Card Paid Search,Meta,travel rewards card,Desktop,Gurgaon,Small Business Owners,3021,64,1743.76,38,9,1,19453.93,70.0,0.021185038066865277,27.24625,0.015625,1743.76,11.15631164839198,0.59375,0.23684210526315788,0.1111111111111111
2026-03-31,Business Card Paid Search,Meta,credit card for business,Mobile,Mumbai,Small Business Owners,2313,94,1814.76,55,27,3,58499.6,62.5,0.040639861651534805,19.30595744680851,0.031914893617021274,604.92,32.23544711146378,0.5851063829787234,0.4909090909090909,0.1111111111111111
2026-03-26,Premium Card Campaign,Google Search,premium credit card,Mobile,Hyderabad,Small Business Owners,5221,290,8236.56,209,103,20,430462.11,64.7,0.05554491476728596,28.401931034482757,0.06896551724137931,411.828,52.26236559923075,0.7206896551724138,0.49282296650717705,0.1941747572815534
2026-02-22,Credit Card Acquisition,Meta,no annual fee credit card,Desktop,Gurgaon,Young Professionals,10170,175,1950.73,134,36,2,9331.41,47.5,0.01720747295968535,11.14702857142857,0.011428571428571429,975.365,4.7835476975286175,0.7657142857142857,0.26865671641791045,0.05555555555555555
2026-03-23,Travel Rewards Campaign,Display,airport lounge credit card,Desktop,Chennai,Small Business Owners,5802,235,2227.6,156,45,4,59455.55,69.9,0.040503274732850744,9.479148936170212,0.01702127659574468,556.9,26.690406715747894,0.6638297872340425,0.28846153846153844,0.08888888888888889
2026-02-14,Credit Card Acquisition,YouTube,premium credit card,Mobile,Gurgaon,Small Business Owners,1533,30,587.16,17,8,1,19403.14,81.2,0.019569471624266144,19.572,0.03333333333333333,587.16,33.045745622998844,0.5666666666666667,0.47058823529411764,0.125
2026-02-01,Premium Card Campaign,Meta,travel rewards card,Mobile,Pune,Young Professionals,2306,153,3081.38,96,43,3,33100.59,62.8,0.0663486556808326,20.139738562091505,0.0196078431372549,1027.1266666666668,10.74213177212807,0.6274509803921569,0.4479166666666667,0.06976744186046512
2026-02-05,Cashback Search Campaign,Bing Search,fuel cashback card,Mobile,Hyderabad,Students,1522,80,1764.8,68,21,2,13275.46,43.3,0.052562417871222074,22.06,0.025,882.4,7.5223594741613775,0.85,0.3088235294117647,0.09523809523809523
2026-03-22,SME Acquisition Campaign,Google Search,credit card for business,Mobile,Kolkata,Premium Customers,2979,173,4316.28,131,49,8,230173.86,91.6,0.05807317891910037,24.94959537572254,0.046242774566473986,539.535,53.32690650282188,0.7572254335260116,0.37404580152671757,0.16326530612244897
2026-03-01,Credit Card Acquisition,Google Search,premium credit card,Mobile,Chennai,Young Professionals,2942,155,5203.31,124,28,4,26841.26,66.0,0.05268524813052345,33.569741935483876,0.025806451612903226,1300.8275,5.158497187367272,0.8,0.22580645161290322,0.14285714285714285
2026-01-11,SME Acquisition Campaign,YouTube,credit card for business,Mobile,Chennai,Young Professionals,1907,53,942.77,43,22,2,19846.04,65.3,0.02779234399580493,17.78811320754717,0.03773584905660377,471.385,21.05077590504577,0.8113207547169812,0.5116279069767442,0.09090909090909091
2026-03-04,Travel Rewards Campaign,YouTube,no annual fee credit card,Desktop,Delhi,Frequent Travelers,658,7,65.56,4,1,0,0.0,78.9,0.010638297872340425,9.365714285714287,0.0,,0.0,0.5714285714285714,0.25,0.0
2026-01-21,Cashback Search Campaign,Meta,fuel cashback card,Desktop,Kolkata,Small Business Owners,2486,59,541.9,40,15,1,19553.45,71.4,0.023732904263877714,9.184745762711865,0.01694915254237288,541.9,36.083133419450085,0.6779661016949152,0.375,0.06666666666666667
2026-02-21,Travel Rewards Campaign,Meta,premium credit card,Mobile,Gurgaon,High Income Urban,1157,29,457.91,20,5,0,0.0,58.6,0.025064822817631807,15.790000000000001,0.0,,0.0,0.6896551724137931,0.25,0.0
2026-02-24,Cashback Search Campaign,YouTube,credit card for business,Mobile,Pune,Students,2928,76,1601.41,57,14,1,3705.99,39.4,0.025956284153005466,21.071184210526315,0.013157894736842105,1601.41,2.314204357410032,0.75,0.24561403508771928,0.07142857142857142
2026-01-26,Cashback Search Campaign,Meta,fuel cashback card,Mobile,Gurgaon,High Income Urban,4133,32,498.56,25,9,1,14969.5,83.4,0.0077425598838616015,15.58,0.03125,498.56,30.025473363286263,0.78125,0.36,0.1111111111111111
2026-03-09,SME Acquisition Campaign,Google Search,best credit card,Mobile,Pune,Frequent Travelers,2352,99,1891.7,86,42,7,113460.71,100.0,0.042091836734693876,19.108080808080807,0.0707070707070707,270.24285714285713,59.978173071840146,0.8686868686868687,0.4883720930232558,0.16666666666666666
2026-02-03,Travel Rewards Campaign,Google Search,cashback credit card,Tablet,Chennai,Students,978,38,555.84,29,8,0,0.0,50.6,0.03885480572597137,14.627368421052632,0.0,,0.0,0.7631578947368421,0.27586206896551724,0.0
2026-02-21,Travel Rewards Campaign,Meta,best credit card,Desktop,Bangalore,Small Business Owners,5397,163,1286.32,128,33,4,83337.81,85.6,0.030201964054104132,7.891533742331288,0.024539877300613498,321.58,64.78777442627029,0.7852760736196319,0.2578125,0.12121212121212122
2026-03-23,Credit Card Acquisition,Google Search,airport lounge credit card,Mobile,Chennai,High Income Urban,985,55,1111.38,48,17,3,60605.11,82.7,0.05583756345177665,20.206909090909093,0.05454545454545454,370.46000000000004,54.531402400619044,0.8727272727272727,0.3541666666666667,0.17647058823529413
2026-02-21,Travel Rewards Campaign,Google Search,travel rewards card,Mobile,Delhi,Small Business Owners,2375,128,3209.51,90,42,5,66077.62,97.1,0.053894736842105266,25.074296875,0.0390625,641.902,20.588071076270207,0.703125,0.4666666666666667,0.11904761904761904
2026-01-29,Credit Card Acquisition,Display,business credit card,Mobile,Gurgaon,Small Business Owners,2448,148,2605.55,120,34,2,42444.21,72.8,0.06045751633986928,17.60506756756757,0.013513513513513514,1302.775,16.289923432672563,0.8108108108108109,0.2833333333333333,0.058823529411764705
2026-02-07,Business Card Paid Search,Bing Search,cashback credit card,Mobile,Kolkata,Premium Customers,3489,168,3325.37,128,40,3,70818.55,100.0,0.04815133276010318,19.793869047619047,0.017857142857142856,1108.4566666666667,21.2964422004168,0.7619047619047619,0.3125,0.075
2026-02-11,Business Card Paid Search,Meta,travel rewards card,Mobile,Hyderabad,Students,729,15,299.07,11,4,0,0.0,60.9,0.0205761316872428,19.938,0.0,,0.0,0.7333333333333333,0.36363636363636365,0.0
2026-01-21,Business Card Paid Search,Google Search,premium credit card,Desktop,Mumbai,Students,1429,85,2055.32,59,24,3,12280.65,31.3,0.05948215535339398,24.180235294117647,0.03529411764705882,685.1066666666667,5.9750549792733,0.6941176470588235,0.4067796610169492,0.125
2026-02-11,Premium Card Campaign,Google Search,airport lounge credit card,Desktop,Hyderabad,Frequent Travelers,1181,64,1556.51,38,12,2,36410.31,68.0,0.05419136325148179,24.32046875,0.03125,778.255,23.392275025537902,0.59375,0.3157894736842105,0.16666666666666666
2026-01-13,Travel Rewards Campaign,Google Search,no annual fee credit card,Mobile,Delhi,Young Professionals,1229,32,916.6,23,9,0,0.0,90.2,0.026037428803905614,28.64375,0.0,,0.0,0.71875,0.391304347826087,0.0
2026-03-05,Premium Card Campaign,YouTube,airport lounge credit card,Desktop,Bangalore,Small Business Owners,980,22,389.76,16,6,1,17877.51,92.4,0.022448979591836733,17.716363636363635,0.045454545454545456,389.76,45.86799568965517,0.7272727272727273,0.375,0.16666666666666666
2026-01-17,Travel Rewards Campaign,Google Search,credit card for business,Desktop,Bangalore,Small Business Owners,1183,70,1936.47,47,16,2,32566.73,76.0,0.05917159763313609,27.663857142857143,0.02857142857142857,968.235,16.81757527872882,0.6714285714285714,0.3404255319148936,0.125
2026-01-09,Credit Card Acquisition,YouTube,airport lounge credit card,Desktop,Bangalore,High Income Urban,1097,48,704.38,34,14,2,24204.53,72.8,0.04375569735642662,14.674583333333333,0.041666666666666664,352.19,34.36288651012237,0.7083333333333334,0.4117647058823529,0.14285714285714285
2026-02-10,Premium Card Campaign,Meta,premium credit card,Tablet,Pune,Frequent Travelers,2860,75,1665.08,48,19,3,40757.28,85.5,0.026223776223776224,22.201066666666666,0.04,555.0266666666666,24.477670742546906,0.64,0.3958333333333333,0.15789473684210525
2026-01-01,Premium Card Campaign,Affiliate,no annual fee credit card,Mobile,Hyderabad,Students,3954,125,1478.24,81,20,1,3725.22,53.9,0.03161355589276682,11.82592,0.008,1478.24,2.5200373417036475,0.648,0.24691358024691357,0.05
2026-01-02,Premium Card Campaign,Google Search,no annual fee credit card,Mobile,Kolkata,Premium Customers,1134,48,1089.99,32,14,1,21678.71,100.0,0.042328042328042326,22.708125,0.020833333333333332,1089.99,19.888907237681078,0.6666666666666666,0.4375,0.07142857142857142
2026-03-01,Cashback Search Campaign,Bing Search,low annual fee card,Desktop,Mumbai,Students,1216,66,1632.32,40,14,1,5886.14,47.4,0.054276315789473686,24.73212121212121,0.015151515151515152,1632.32,3.605996373260145,0.6060606060606061,0.35,0.07142857142857142
2026-02-17,Credit Card Acquisition,YouTube,airport lounge credit card,Desktop,Chennai,Premium Customers,2696,129,2003.82,86,38,5,99712.0,90.8,0.0478486646884273,15.533488372093023,0.03875968992248062,400.764,49.76095657294567,0.6666666666666666,0.4418604651162791,0.13157894736842105
2026-01-29,Business Card Paid Search,Affiliate,best credit card,Desktop,Chennai,Premium Customers,2910,68,595.23,52,17,1,23888.79,84.4,0.02336769759450172,8.753382352941177,0.014705882352941176,595.23,40.133713018497055,0.7647058823529411,0.3269230769230769,0.058823529411764705
2026-01-10,Credit Card Acquisition,Affiliate,low annual fee card,Mobile,Mumbai,Students,951,36,539.67,30,10,1,2730.21,35.7,0.03785488958990536,14.990833333333333,0.027777777777777776,539.67,5.05903607760298,0.8333333333333334,0.3333333333333333,0.1
2026-02-27,Cashback Search Campaign,Google Search,low annual fee card,Mobile,Chennai,High Income Urban,1527,43,1232.63,38,14,2,31844.48,62.2,0.028159790438768827,28.665813953488374,0.046511627906976744,616.315,25.834581342333056,0.8837209302325582,0.3684210526315789,0.14285714285714285
2026-03-01,Travel Rewards Campaign,Display,premium credit card,Mobile,Pune,Small Business Owners,1406,81,1905.83,55,21,3,47504.92,80.6,0.057610241820768134,23.528765432098766,0.037037037037037035,635.2766666666666,24.926105686236443,0.6790123456790124,0.38181818181818183,0.14285714285714285
2026-01-21,Credit Card Acquisition,Google Search,cashback credit card,Mobile,Gurgaon,Premium Customers,3709,115,3236.77,93,42,4,108170.85,91.4,0.031005661903478025,28.14582608695652,0.034782608695652174,809.1925,33.41938104962664,0.808695652173913,0.45161290322580644,0.09523809523809523
2026-01-28,Premium Card Campaign,Google Search,best credit card,Mobile,Pune,High Income Urban,1055,41,478.3,30,11,1,15620.8,57.4,0.03886255924170616,11.665853658536586,0.024390243902439025,478.3,32.65900062722141,0.7317073170731707,0.36666666666666664,0.09090909090909091
2026-03-16,Business Card Paid Search,Google Search,no annual fee credit card,Mobile,Mumbai,Frequent Travelers,421,14,341.36,9,3,0,0.0,98.5,0.0332541567695962,24.382857142857144,0.0,,0.0,0.6428571428571429,0.3333333333333333,0.0
2026-02-03,Business Card Paid Search,Bing Search,airport lounge credit card,Mobile,Mumbai,Frequent Travelers,1629,78,1798.45,58,24,2,31139.99,71.0,0.04788213627992634,23.057051282051283,0.02564102564102564,899.225,17.31490450109817,0.7435897435897436,0.41379310344827586,0.08333333333333333
2026-01-08,Travel Rewards Campaign,Bing Search,low annual fee card,Mobile,Kolkata,Premium Customers,1752,121,3159.11,97,36,6,141106.72,79.4,0.06906392694063927,26.108347107438018,0.049586776859504134,526.5183333333333,44.66660546799573,0.8016528925619835,0.3711340206185567,0.16666666666666666
2026-02-28,Credit Card Acquisition,Google Search,travel rewards card,Mobile,Kolkata,Small Business Owners,2060,97,2473.26,65,37,6,89217.63,81.7,0.0470873786407767,25.49752577319588,0.061855670103092786,412.21000000000004,36.07288760583198,0.6701030927835051,0.5692307692307692,0.16216216216216217
2026-03-27,Cashback Search Campaign,Display,travel rewards card,Mobile,Gurgaon,Premium Customers,2323,98,1761.59,66,23,1,19559.87,64.3,0.04218682737839001,17.975408163265307,0.01020408163265306,1761.59,11.103531468729955,0.673469387755102,0.3484848484848485,0.043478260869565216
2026-03-13,Travel Rewards Campaign,Google Search,low annual fee card,Mobile,Hyderabad,Frequent Travelers,4889,184,4710.8,126,55,5,76158.12,81.6,0.037635508283902636,25.60217391304348,0.02717391304347826,942.1600000000001,16.166706291924935,0.6847826086956522,0.4365079365079365,0.09090909090909091
2026-02-18,Credit Card Acquisition,YouTube,credit card for business,Mobile,Hyderabad,Frequent Travelers,3237,140,2206.59,93,38,3,59384.21,68.1,0.04324992276799506,15.761357142857143,0.02142857142857143,735.5300000000001,26.912208430202256,0.6642857142857143,0.40860215053763443,0.07894736842105263
2026-03-20,SME Acquisition Campaign,Google Search,airport lounge credit card,Desktop,Delhi,Students,1248,61,1401.12,49,8,0,0.0,25.8,0.04887820512820513,22.969180327868852,0.0,,0.0,0.8032786885245902,0.16326530612244897,0.0
2026-01-17,Business Card Paid Search,Google Search,premium credit card,Mobile,Kolkata,Small Business Owners,1439,78,2334.72,51,14,2,24817.31,83.4,0.054204308547602505,29.93230769230769,0.02564102564102564,1167.36,10.629672937225878,0.6538461538461539,0.27450980392156865,0.14285714285714285
2026-03-01,Cashback Search Campaign,Bing Search,no annual fee credit card,Mobile,Hyderabad,Students,1829,84,1782.17,56,17,2,5069.67,46.4,0.045926735921268454,21.216309523809525,0.023809523809523808,891.085,2.844661283715919,0.6666666666666666,0.30357142857142855,0.11764705882352941
2026-03-28,Premium Card Campaign,Google Search,low annual fee card,Desktop,Bangalore,High Income Urban,2267,81,1967.55,60,13,1,13783.02,91.5,0.03573003970004411,24.29074074074074,0.012345679012345678,1967.55,7.005168864831898,0.7407407407407407,0.21666666666666667,0.07692307692307693
2026-03-29,Cashback Search Campaign,YouTube,best credit card,Mobile,Kolkata,High Income Urban,1538,76,572.89,56,17,1,17140.82,73.8,0.0494148244473342,7.538026315789473,0.013157894736842105,572.89,29.91991481785334,0.7368421052631579,0.30357142857142855,0.058823529411764705
2026-02-14,Premium Card Campaign,Google Search,low annual fee card,Desktop,Kolkata,High Income Urban,2527,125,2359.94,85,19,2,29220.95,73.7,0.049465769687376336,18.87952,0.016,1179.97,12.382073273049315,0.68,0.2235294117647059,0.10526315789473684
2026-03-24,Cashback Search Campaign,YouTube,fuel cashback card,Mobile,Bangalore,Young Professionals,1306,25,286.08,21,5,0,0.0,62.4,0.01914241960183767,11.4432,0.0,,0.0,0.84,0.23809523809523808,0.0
2026-03-10,Business Card Paid Search,Google Search,no annual fee credit card,Desktop,Kolkata,High Income Urban,1384,49,842.57,32,11,1,11068.36,46.2,0.03540462427745665,17.19530612244898,0.02040816326530612,842.57,13.136427833889172,0.6530612244897959,0.34375,0.09090909090909091
2026-02-01,Premium Card Campaign,Display,cashback credit card,Mobile,Kolkata,Premium Customers,1721,39,660.02,27,13,2,47600.34,88.8,0.02266124346310285,16.923589743589744,0.05128205128205128,330.01,72.11954183206569,0.6923076923076923,0.48148148148148145,0.15384615384615385
2026-02-13,Credit Card Acquisition,Meta,no annual fee credit card,Tablet,Delhi,Students,1168,14,123.27,7,1,0,0.0,44.5,0.011986301369863013,8.805,0.0,,0.0,0.5,0.14285714285714285,0.0
2026-03-06,Premium Card Campaign,Google Search,best credit card,Desktop,Mumbai,High Income Urban,577,35,880.09,24,5,0,0.0,70.6,0.060658578856152515,25.14542857142857,0.0,,0.0,0.6857142857142857,0.20833333333333334,0.0
2026-03-28,Travel Rewards Campaign,Bing Search,fuel cashback card,Mobile,Kolkata,Small Business Owners,4554,201,3718.1,123,36,4,83119.76,73.7,0.04413702239789196,18.498009950248754,0.01990049751243781,929.525,22.355439606250503,0.6119402985074627,0.2926829268292683,0.1111111111111111
2026-01-08,Credit Card Acquisition,Google Search,cashback credit card,Desktop,Delhi,High Income Urban,1102,46,1141.57,29,9,0,0.0,77.7,0.041742286751361164,24.81673913043478,0.0,,0.0,0.6304347826086957,0.3103448275862069,0.0
2026-03-18,Travel Rewards Campaign,YouTube,business credit card,Mobile,Gurgaon,Premium Customers,2863,127,1722.7,71,15,2,47494.01,78.2,0.04435906391896612,13.564566929133859,0.015748031496062992,861.35,27.569518778661404,0.5590551181102362,0.2112676056338028,0.13333333333333333
2026-03-13,Cashback Search Campaign,Google Search,best credit card,Mobile,Delhi,Premium Customers,4144,135,3730.65,87,24,1,26104.61,95.1,0.032577220077220075,27.634444444444444,0.007407407407407408,3730.65,6.997335584951684,0.6444444444444445,0.27586206896551724,0.041666666666666664
2026-03-28,Credit Card Acquisition,YouTube,travel rewards card,Mobile,Delhi,Premium Customers,2451,55,1349.73,39,10,1,22561.1,91.9,0.022439820481436147,24.540545454545455,0.01818181818181818,1349.73,16.71526897972187,0.7090909090909091,0.2564102564102564,0.1
2026-02-12,Cashback Search Campaign,YouTube,credit card for business,Tablet,Pune,Premium Customers,1581,56,996.22,39,14,2,39528.11,100.0,0.03542061986084757,17.78964285714286,0.03571428571428571,498.11,39.678093192266765,0.6964285714285714,0.358974358974359,0.14285714285714285
2026-01-01,SME Acquisition Campaign,Affiliate,no annual fee credit card,Mobile,Bangalore,Premium Customers,2411,56,487.06,38,14,1,20933.73,83.4,0.023226876814599753,8.6975,0.017857142857142856,487.06,42.979776618897056,0.6785714285714286,0.3684210526315789,0.07142857142857142
2026-02-20,Cashback Search Campaign,YouTube,business credit card,Mobile,Gurgaon,Small Business Owners,3796,149,3252.85,103,33,6,94451.48,95.4,0.039251844046364594,21.831208053691274,0.040268456375838924,542.1416666666667,29.036531042009315,0.6912751677852349,0.32038834951456313,0.18181818181818182
2026-01-24,Cashback Search Campaign,YouTube,fuel cashback card,Desktop,Pune,Young Professionals,4883,49,288.88,33,10,1,3397.46,64.1,0.010034814663116936,5.895510204081632,0.02040816326530612,288.88,11.760800332317919,0.673469387755102,0.30303030303030304,0.1
2026-01-24,Travel Rewards Campaign,Bing Search,business credit card,Mobile,Gurgaon,Frequent Travelers,796,37,1115.14,26,7,0,0.0,77.2,0.04648241206030151,30.13891891891892,0.0,,0.0,0.7027027027027027,0.2692307692307692,0.0
2026-01-17,Premium Card Campaign,Affiliate,premium credit card,Mobile,Delhi,Young Professionals,5268,21,352.16,14,4,0,0.0,53.5,0.003986332574031891,16.76952380952381,0.0,,0.0,0.6666666666666666,0.2857142857142857,0.0
2026-01-05,SME Acquisition Campaign,Meta,airport lounge credit card,Desktop,Kolkata,Frequent Travelers,2341,58,637.0,43,11,1,16023.49,82.0,0.024775736864587783,10.982758620689655,0.017241379310344827,637.0,25.154615384615383,0.7413793103448276,0.2558139534883721,0.09090909090909091
2026-01-20,Cashback Search Campaign,Google Search,no annual fee credit card,Desktop,Pune,Students,2778,139,2700.02,97,44,2,16794.36,40.2,0.05003599712023038,19.424604316546763,0.014388489208633094,1350.01,6.2200872586128995,0.697841726618705,0.4536082474226804,0.045454545454545456
2026-01-21,Cashback Search Campaign,Meta,airport lounge credit card,Mobile,Pune,Premium Customers,2162,94,827.81,64,14,1,22359.81,87.7,0.043478260869565216,8.806489361702127,0.010638297872340425,827.81,27.010799579613682,0.6808510638297872,0.21875,0.07142857142857142
2026-02-27,SME Acquisition Campaign,Bing Search,travel rewards card,Tablet,Gurgaon,Students,753,32,1178.21,25,7,0,0.0,52.8,0.04249667994687915,36.8190625,0.0,,0.0,0.78125,0.28,0.0
2026-01-31,SME Acquisition Campaign,Meta,business credit card,Mobile,Gurgaon,Students,1617,49,1132.99,37,15,1,2000.0,44.7,0.030303030303030304,23.122244897959185,0.02040816326530612,1132.99,1.7652406464311248,0.7551020408163265,0.40540540540540543,0.06666666666666667
2026-01-11,Credit Card Acquisition,Meta,fuel cashback card,Mobile,Hyderabad,Frequent Travelers,2094,46,279.71,33,10,1,14903.43,81.2,0.021967526265520534,6.080652173913043,0.021739130434782608,279.71,53.28172035322299,0.717391304347826,0.30303030303030304,0.1
2026-02-21,Travel Rewards Campaign,Google Search,travel rewards card,Mobile,Chennai,Small Business Owners,1485,93,2464.2,75,29,3,51982.86,97.1,0.06262626262626263,26.496774193548386,0.03225806451612903,821.4,21.095227660092526,0.8064516129032258,0.38666666666666666,0.10344827586206896
2026-01-15,SME Acquisition Campaign,Display,airport lounge credit card,Mobile,Gurgaon,Premium Customers,3829,188,2900.8,136,64,11,219300.24,93.6,0.04909898145729956,15.429787234042553,0.05851063829787234,263.70909090909095,75.59991726420297,0.723404255319149,0.47058823529411764,0.171875
2026-03-24,SME Acquisition Campaign,Google Search,business credit card,Mobile,Pune,High Income Urban,1108,59,1998.61,41,16,2,35628.74,65.2,0.05324909747292419,33.87474576271186,0.03389830508474576,999.305,17.826759597920553,0.6949152542372882,0.3902439024390244,0.125
2026-01-07,Business Card Paid Search,Google Search,travel rewards card,Mobile,Mumbai,Students,1837,90,2201.37,64,15,2,4000.0,40.9,0.04899292324442025,24.459666666666667,0.022222222222222223,1100.685,1.8170502914094406,0.7111111111111111,0.234375,0.13333333333333333
2026-01-28,Premium Card Campaign,Google Search,best credit card,Desktop,Gurgaon,Young Professionals,1666,47,1165.34,34,8,1,8715.3,63.4,0.028211284513805522,24.79446808510638,0.02127659574468085,1165.34,7.478761563148952,0.723404255319149,0.23529411764705882,0.125
2026-02-20,SME Acquisition Campaign,Display,low annual fee card,Mobile,Bangalore,Premium Customers,1401,32,417.92,20,6,0,0.0,100.0,0.022840827980014276,13.06,0.0,,0.0,0.625,0.3,0.0
2026-02-27,Travel Rewards Campaign,Google Search,credit card for business,Desktop,Hyderabad,Small Business Owners,2637,199,4424.43,113,42,7,139358.76,68.7,0.07546454304133485,22.233316582914576,0.035175879396984924,632.0614285714286,31.4975623978682,0.5678391959798995,0.37168141592920356,0.16666666666666666
2026-01-05,Premium Card Campaign,Google Search,cashback credit card,Mobile,Bangalore,Premium Customers,2854,150,3058.08,111,48,5,105252.38,89.9,0.05255781359495445,20.3872,0.03333333333333333,611.616,34.41779809553707,0.74,0.43243243243243246,0.10416666666666667
2026-01-05,Premium Card Campaign,Display,best credit card,Tablet,Chennai,High Income Urban,1510,40,458.21,31,8,0,0.0,85.6,0.026490066225165563,11.45525,0.0,,0.0,0.775,0.25806451612903225,0.0
2026-01-08,Cashback Search Campaign,Google Search,travel rewards card,Mobile,Bangalore,High Income Urban,945,52,1570.09,33,9,1,16727.5,78.1,0.05502645502645503,30.19403846153846,0.019230769230769232,1570.09,10.653847868593521,0.6346153846153846,0.2727272727272727,0.1111111111111111
2026-03-05,Cashback Search Campaign,Google Search,fuel cashback card,Mobile,Mumbai,Students,1580,52,869.32,41,13,0,0.0,43.7,0.03291139240506329,16.71769230769231,0.0,,0.0,0.7884615384615384,0.3170731707317073,0.0
2026-01-10,Cashback Search Campaign,Google Search,premium credit card,Mobile,Kolkata,Young Professionals,3635,176,4742.84,103,32,6,41542.23,44.8,0.0484181568088033,26.947954545454547,0.03409090909090909,790.4733333333334,8.758935574465932,0.5852272727272727,0.3106796116504854,0.1875
2026-02-07,Cashback Search Campaign,Google Search,low annual fee card,Desktop,Hyderabad,Students,1187,52,1014.43,35,16,1,7500.2,60.1,0.04380791912384162,19.50826923076923,0.019230769230769232,1014.43,7.393511627219227,0.6730769230769231,0.45714285714285713,0.0625
2026-03-22,Business Card Paid Search,Bing Search,cashback credit card,Desktop,Chennai,Small Business Owners,2063,91,1807.01,77,25,5,93842.23,77.3,0.04411051866214251,19.857252747252748,0.054945054945054944,361.402,51.932324668928224,0.8461538461538461,0.3246753246753247,0.2
2026-01-08,SME Acquisition Campaign,Google Search,best credit card,Mobile,Delhi,Frequent Travelers,900,45,896.58,33,11,0,0.0,68.5,0.05,19.924,0.0,,0.0,0.7333333333333333,0.3333333333333333,0.0
2026-01-25,Cashback Search Campaign,Affiliate,premium credit card,Mobile,Pune,High Income Urban,1332,58,1129.23,40,16,1,14813.04,74.5,0.04354354354354354,19.46948275862069,0.017241379310344827,1129.23,13.117823649743631,0.6896551724137931,0.4,0.0625
2026-03-14,Credit Card Acquisition,Display,premium credit card,Mobile,Pune,Young Professionals,1368,53,1125.64,39,18,2,20225.66,76.3,0.03874269005847953,21.238490566037736,0.03773584905660377,562.82,17.96814256778366,0.7358490566037735,0.46153846153846156,0.1111111111111111
2026-03-07,Cashback Search Campaign,Google Search,premium credit card,Tablet,Gurgaon,High Income Urban,1259,56,2077.43,45,15,2,27731.27,76.0,0.04447974583002383,37.096964285714286,0.03571428571428571,1038.715,13.34883485845492,0.8035714285714286,0.3333333333333333,0.13333333333333333
2026-03-20,SME Acquisition Campaign,Google Search,low annual fee card,Desktop,Pune,Small Business Owners,2576,86,2191.59,51,22,2,36768.63,78.4,0.033385093167701864,25.483604651162793,0.023255813953488372,1095.795,16.777148097956275,0.5930232558139535,0.43137254901960786,0.09090909090909091
2026-02-19,Cashback Search Campaign,Bing Search,business credit card,Tablet,Mumbai,Small Business Owners,959,44,1551.77,36,17,1,12593.31,84.5,0.045881126173096975,35.2675,0.022727272727272728,1551.77,8.115448810068502,0.8181818181818182,0.4722222222222222,0.058823529411764705
2026-03-08,Business Card Paid Search,Display,best credit card,Desktop,Pune,High Income Urban,2338,63,634.85,42,13,1,13736.0,73.2,0.02694610778443114,10.076984126984128,0.015873015873015872,634.85,21.63660707253682,0.6666666666666666,0.30952380952380953,0.07692307692307693
2026-02-18,Travel Rewards Campaign,Google Search,business credit card,Desktop,Mumbai,Students,5695,197,5118.91,153,45,5,17004.98,40.3,0.03459174714661984,25.984314720812183,0.025380710659898477,1023.7819999999999,3.321992377283445,0.7766497461928934,0.29411764705882354,0.1111111111111111
2026-02-05,Travel Rewards Campaign,Google Search,no annual fee credit card,Mobile,Delhi,High Income Urban,2391,95,2394.54,63,32,2,24003.31,72.7,0.0397323295692179,25.205684210526314,0.021052631578947368,1197.27,10.02418418568911,0.6631578947368421,0.5079365079365079,0.0625
2026-03-09,SME Acquisition Campaign,Meta,low annual fee card,Desktop,Kolkata,Students,1032,40,477.41,34,14,1,3288.3,36.8,0.03875968992248062,11.93525,0.025,477.41,6.8877903688653355,0.85,0.4117647058823529,0.07142857142857142
2026-03-19,Travel Rewards Campaign,Google Search,premium credit card,Desktop,Mumbai,High Income Urban,2813,173,5695.38,124,42,6,76550.41,62.1,0.061500177746178455,32.92127167630058,0.03468208092485549,949.23,13.440790605719021,0.7167630057803468,0.3387096774193548,0.14285714285714285
